latency,throughput,packet_loss,jitter,server_response_time,drift
0.423,129.505,0,0.086,0.491,0
0.315,113.475,0,0.149,0.901,0
0.182,129.245,0,0.015,0.372,0
0.313,129.7775,0,0.046,0.3849999999999999,0
0.279,129.7175,0,0.008,0.707,0
0.234,129.8225,0,0.048,0.324,0
0.296,129.72,0,0.053,0.214,0
0.326,129.715,0,0.032,0.484,0
0.225,129.665,0,0.004,0.3269999999999999,0
0.227,129.775,0,0.052,0.492,0
0.409,129.81,0,0.07,0.389,0
0.331,129.5875,0,0.054,0.364,0
0.23,129.715,0,0.071,0.353,0
0.224,129.7875,0,0.045,0.348,0
0.247,129.275,0,0.105,0.417,0
0.199,129.7675,0,0.007,0.209,0
0.309,129.6175,0,0.006,0.512,0
0.336,129.7825,0,0.046,0.265,0
0.398,128.4225,0,0.051,0.555,0
0.284,129.7975,0,0.021,0.545,0
0.302,127.11,0,0.017,0.495,0
0.245,128.61,0,0.025,0.414,0
13.845,129.79250000000002,0,0.0,0.256,1
13.13,129.8825,0,0.605,7259.224999999999,2
12.737,129.745,0,1.432,7280.153,4
13.016,128.82,0,1.141,7216.408,4
13.433,129.83499999999998,0,1.458,7212.014,4
13.648,128.94,0,0.354,7075.499,2
13.7,129.8075,0,0.167,7052.342000000001,2
15.262,129.7975,0,0.081,7227.684,2
0.145,129.8075,0,0.048,7099.167,1
7.198,129.815,0,0.452,7313.769999999999,2
13.504,113.0525,0,0.18,7086.558,2
18.161,129.82999999999998,0,0.286,3025.925,2
13.201,129.79250000000002,0,0.0,25.541,1
13.129,129.81,0,4.366,131049.042,4
14.494,129.305,0,1.189,7054.209,4
13.147,129.8,0,0.981,7075.989,2
13.714,129.8,0,0.267,7062.759,2
13.844,129.85500000000002,0,0.214,7182.29,2
13.497,129.615,0,0.502,1.3179999999999998,1
14.532,129.8075,0,0.267,7283.944,2
14.609,129.615,0,0.488,7286.61,2
14.033,129.865,0,0.177,130807.49700000002,2
13.31,129.54250000000002,0,1.352,7110.280000000001,4
0.11,129.8175,0,0.44,3021.887,1
14.658,129.7475,0,1.027,0.221,5
14.35,129.72,0,0.0,7238.543,2
14.544,129.805,0,0.0,7127.636,2
13.628,129.8025,0,0.012,1.258,1
13.664,129.83249999999998,0,0.0,0.25,1
14.752,129.6225,0,0.0,27.757,1
14.103,129.79000000000002,0,0.661,7214.191,2
13.419,129.8,0,0.164,7070.407,2
0.112,129.82500000000002,0,0.417,3036.971,1
14.791,129.15,50,0.011,31570.642,5
7.835,129.715,50,0.532,7248.514,5
7.763,129.78,0,2.283,7305.256,4
14.602,129.8275,0,0.162,31616.489,2
0.568,129.7925,50,0.469,3034.4280000000003,5
13.902,129.6925,50,7.753,131113.091,5
0.257,1.05,0,0.058,0.348,0
0.252,1.05,0,0.025,0.298,0
0.366,1.05,0,0.049,0.2669999999999999,0
0.507,1.05,0,0.038,0.261,0
0.495,1.05,0,0.159,0.256,0
0.444,1.05,0,0.076,0.19,0
0.159,1.05,0,0.014,0.21,0
0.444,1.05,0,0.068,0.642,0
0.445,1.05,0,0.044,0.764,0
0.549,1.05,0,0.091,0.314,0
0.396,1.05,0,0.09,0.636,0
0.365,1.05,0,0.062,0.252,0
0.301,1.05,0,0.034,0.846,0
0.246,1.05,0,0.036,0.735,0
0.379,1.05,0,0.094,0.7919999999999999,0
0.324,1.05,0,0.029,0.754,0
0.494,1.05,0,0.062,0.3409999999999999,0
0.52,1.05,0,0.116,0.67,0
0.216,1.05,0,0.104,0.279,0
0.275,1.05,0,0.236,0.866,0
0.413,1.05,0,0.071,0.467,0
0.408,1.05,0,0.099,0.781,0
0.511,1.05,0,0.073,0.768,0
0.189,1.05,0,0.067,0.244,0
0.438,1.05,0,0.061,0.474,0
0.391,1.05,0,0.049,0.43,0
0.391,1.05,0,0.138,0.413,0
0.446,1.05,0,0.067,0.861,0
0.511,1.05,0,0.011,0.535,0
0.614,1.05,0,0.042,0.6769999999999999,0
0.536,1.05,0,0.102,0.728,0
0.439,1.05,0,0.063,0.273,0
3.122,1.05,0,1.326,62.828,2
3.989,1.05,0,0.002,4.343,1
0.354,1.05,0,0.095,0.815,0
0.272,1.05,0,0.193,0.7969999999999999,0
0.281,1.05,0,0.129,0.532,0
0.295,1.05,0,0.021,0.767,0
0.332,1.05,0,0.682,1.184,0
0.269,1.05,0,0.011,0.417,0
0.302,1.05,0,0.053,0.553,0
0.205,1.05,0,0.006,0.304,0
0.237,1.05,0,0.012,0.373,0
0.158,1.05,0,0.044,0.4049999999999999,0
0.232,1.05,0,0.105,0.308,0
0.21,1.05,0,0.048,0.282,0
0.266,1.05,0,0.016,0.364,0
0.173,1.05,0,0.043,0.404,0
0.232,1.05,0,0.014,0.457,0
0.176,1.05,0,0.026,0.325,0
0.166,1.05,0,0.017,0.412,0
0.269,1.05,0,0.075,0.277,0
0.205,1.05,0,0.061,0.317,0
0.25,1.05,0,0.007,0.326,0
0.194,1.05,0,0.016,0.311,0
0.165,1.05,0,0.021,0.288,0
0.205,1.05,0,0.023,0.363,0
0.2,1.05,0,0.029,0.355,0
0.299,1.05,0,0.042,0.427,0
0.191,1.05,0,0.037,0.42,0
0.207,1.05,0,0.049,0.399,0
0.255,1.05,0,0.048,0.289,0
0.224,1.05,0,0.067,0.298,0
0.239,1.05,0,0.011,0.41,0
0.277,1.05,0,0.027,0.34,0
0.3,1.05,0,0.031,0.3269999999999999,0
0.249,1.05,0,0.009,0.316,0
0.276,1.05,0,0.005,0.603,0
0.299,1.05,0,0.005,0.4,0
0.299,1.05,0,0.03,0.908,0
0.213,1.05,0,0.098,0.211,0
0.307,1.05,0,0.022,0.275,0
0.204,1.05,0,0.005,0.366,0
0.152,1.05,0,0.051,0.378,0
0.158,1.05,0,0.005,0.409,0
0.246,1.05,0,0.067,0.311,0
0.284,1.05,0,0.011,0.326,0
0.162,1.05,0,0.003,0.363,0
0.193,1.05,0,0.064,0.346,0
0.2,1.05,0,0.046,0.4609999999999999,0
0.289,1.05,0,0.02,0.359,0
0.236,1.05,0,0.062,1.145,0
0.251,1.05,0,0.093,0.34,0
0.164,1.05,0,0.034,0.35,0
0.224,1.05,0,0.064,0.349,0
0.231,1.05,0,0.009,0.488,0
0.291,1.05,0,0.038,0.384,0
0.255,1.05,0,0.03,0.348,0
0.207,1.05,0,0.001,0.373,0
0.287,1.05,0,0.032,0.339,0
0.193,1.05,0,0.021,0.386,0
0.326,1.05,0,0.064,0.458,0
0.259,1.05,0,0.024,0.353,0
0.189,1.05,0,0.034,0.4679999999999999,0
0.229,1.05,0,0.013,0.4589999999999999,0
0.239,1.05,0,0.028,0.36,0
0.305,1.05,0,0.047,0.484,0
0.203,1.05,0,0.048,0.397,0
0.196,1.05,0,0.037,0.435,0
0.285,1.05,0,0.035,0.359,0
0.153,1.05,0,0.065,0.38,0
0.209,1.05,0,0.029,0.348,0
0.21,1.05,0,0.032,0.359,0
0.612,1.05,0,0.024,0.346,0
0.211,1.05,0,0.013,0.408,0
0.194,1.05,0,0.028,0.382,0
0.201,1.05,0,0.069,0.369,0
0.164,1.05,0,0.031,0.378,0
0.234,1.05,0,0.019,0.634,0
0.212,1.05,0,0.016,0.332,0
0.325,1.05,0,0.027,0.353,0
0.309,1.05,0,0.002,0.388,0
0.351,1.05,0,0.002,0.425,0
0.216,1.05,0,0.018,0.365,0
0.18,1.05,0,0.03,0.289,0
0.226,1.05,0,0.042,1.58,0
0.322,1.05,0,0.035,0.302,0
0.212,1.05,0,0.06,0.3429999999999999,0
0.386,1.05,0,0.076,0.464,0
0.226,1.05,0,0.038,0.369,0
0.293,1.05,0,0.008,0.374,0
0.215,1.05,0,0.012,0.354,0
0.265,1.05,0,0.016,0.4009999999999999,0
0.312,1.05,0,0.027,0.295,0
0.213,1.05,0,0.012,0.3359999999999999,0
0.23,1.05,0,0.003,0.345,0
0.213,1.05,0,0.527,0.368,0
0.192,1.05,0,0.093,0.368,0
0.183,1.05,0,0.042,0.455,0
0.225,1.05,0,0.039,0.317,0
0.209,1.05,0,0.015,0.5670000000000001,0
0.326,1.05,0,0.032,0.342,0
0.262,1.05,0,0.0,0.349,0
0.244,1.05,0,0.112,0.5820000000000001,0
0.22,1.05,0,0.065,0.446,0
0.206,1.05,0,0.037,0.372,0
0.239,1.05,0,0.006,0.33,0
0.375,1.05,0,0.021,0.509,0
0.187,1.05,0,0.023,0.395,0
0.172,1.05,0,0.022,0.361,0
0.179,1.05,0,0.0,0.324,0
0.208,1.05,0,0.027,0.48,0
0.308,1.05,0,0.0,0.426,0
0.22,1.05,0,0.009,2.039,0
0.164,1.05,0,0.035,0.304,0
0.209,1.05,0,0.053,0.33,0
0.19,1.05,0,0.026,0.331,0
2.345,1.05,0,0.002,0.332,1
0.167,1.05,0,0.014,0.456,0
0.235,1.05,0,0.051,0.32,0
0.226,1.05,0,0.106,0.306,0
0.199,1.05,0,0.049,0.437,0
0.348,1.05,0,0.145,0.608,0
0.444,1.05,0,0.026,0.39,0
0.209,1.05,0,0.085,0.5609999999999999,0
0.253,1.05,0,0.097,0.617,0
0.458,1.05,0,0.059,0.767,0
0.19,1.05,0,0.161,0.644,0
0.383,1.05,0,0.048,0.504,0
0.215,1.05,0,0.049,0.427,0
2.426,1.05,0,0.097,0.537,1
0.417,1.05,0,0.056,0.733,0
0.338,1.05,0,0.115,0.499,0
0.332,1.05,0,0.094,0.398,0
0.351,1.05,0,0.143,0.735,0
0.26,1.05,0,0.011,0.439,0
0.553,1.05,0,0.002,1.442,0
0.32,1.05,0,0.07,0.528,0
0.185,1.05,0,0.113,0.41,0
0.219,1.05,0,0.028,0.409,0
0.319,1.05,0,0.06,0.5680000000000001,0
0.156,1.05,0,0.005,0.356,0
0.307,1.05,0,0.007,0.834,0
0.212,1.05,0,0.09,0.35,0
0.198,1.05,0,0.011,0.3269999999999999,0
0.195,1.05,0,0.021,0.4609999999999999,0
0.249,1.05,0,0.021,0.414,0
0.261,1.05,0,0.01,0.518,0
0.233,1.05,0,0.049,0.4609999999999999,0
0.172,1.05,0,0.034,0.3339999999999999,0
0.257,1.05,0,0.083,0.284,0
0.351,1.05,0,0.016,0.3429999999999999,0
0.254,1.05,0,0.018,0.2669999999999999,0
0.218,1.05,0,0.036,0.2799999999999999,0
0.279,1.05,0,0.008,0.264,0
0.273,1.05,0,0.036,0.441,0
0.212,1.05,0,0.008,0.294,0
0.237,1.05,0,0.107,0.494,0
0.362,1.05,0,0.057,0.414,0
0.262,1.05,0,0.023,0.316,0
0.279,1.05,0,0.003,0.361,0
0.228,1.05,0,0.014,0.357,0
0.262,1.05,0,0.014,0.21,0
0.313,1.05,0,0.231,0.49,0
0.441,1.05,0,0.04,0.748,0
0.523,1.05,0,0.048,0.7010000000000001,0
0.331,1.05,0,0.053,0.791,0
0.553,1.05,0,0.052,0.895,0
0.54,1.05,0,0.024,0.7380000000000001,0
0.382,1.05,0,0.038,0.759,0
0.371,1.05,0,0.077,0.36,0
0.48,1.05,0,0.016,0.584,0
0.507,1.05,0,0.044,0.355,0
0.513,1.05,0,0.043,0.7829999999999999,0
0.481,1.05,0,0.238,0.851,0
0.311,1.05,0,0.043,0.838,0
0.45,1.05,0,0.022,0.6890000000000001,0
0.3,1.05,0,0.088,0.24,0
0.446,1.05,0,0.04,0.762,0
0.553,1.05,0,0.003,0.527,0
0.513,1.05,0,0.029,0.8630000000000001,0
0.291,1.05,0,0.108,0.6679999999999999,0
0.281,1.05,0,0.119,0.666,0
0.344,1.05,0,0.033,0.885,0
0.435,1.05,0,0.201,0.415,0
0.22,1.05,0,0.135,0.598,0
0.25,1.05,0,0.034,0.773,0
0.269,1.05,0,0.02,0.404,0
0.336,1.05,0,0.122,0.345,0
0.352,1.05,0,0.0,0.372,0
0.614,1.05,0,0.18,0.404,0
0.404,1.05,0,0.044,0.499,0
0.376,1.05,0,0.038,0.277,0
0.488,1.05,0,0.013,0.228,0
0.449,1.05,0,0.041,0.388,0
0.373,1.05,0,0.022,0.247,0
0.273,1.05,0,0.051,0.313,0
0.39,1.05,0,0.089,0.815,0
0.225,1.05,0,0.08,0.6669999999999999,0
0.372,1.05,0,0.001,0.8099999999999999,0
0.346,1.05,0,0.019,0.285,0
0.56,1.05,0,0.088,0.291,0
0.435,1.05,0,0.075,0.7200000000000001,0
0.574,1.05,0,0.019,0.852,0
0.512,1.05,0,0.025,0.7969999999999999,0
0.499,1.05,0,0.031,0.608,0
0.412,1.05,0,0.096,0.324,0
0.36,1.05,0,0.076,0.714,0
0.542,1.05,0,0.012,0.879,0
0.525,1.05,0,0.097,0.751,0
0.268,1.05,0,0.04,0.784,0
0.467,1.05,0,0.039,0.502,0
0.449,1.05,0,0.069,0.787,0
0.27,1.05,0,0.029,0.789,0
0.215,1.05,0,0.082,0.4589999999999999,0
0.22,1.05,0,0.07,0.603,0
0.264,1.05,0,0.03,0.922,0
0.253,1.05,0,0.06,0.734,0
0.294,1.05,0,0.023,0.388,0
0.253,1.05,0,0.011,0.712,0
0.21,1.05,0,0.077,0.333,0
0.225,1.05,0,0.099,0.751,0
0.197,1.05,0,0.056,0.841,0
0.268,1.05,0,0.047,0.85,0
0.225,1.05,0,0.121,0.825,0
0.347,1.05,0,0.06,0.3339999999999999,0
0.25,1.05,0,0.038,0.759,0
0.328,129.71,0,0.022,0.318,0
0.227,129.6475,0,0.042,0.333,0
0.356,129.76,0,0.037,0.769,0
0.487,129.74,0,0.018,0.43,0
0.203,129.7925,0,0.035,0.502,0
0.316,129.495,0,0.031,0.374,0
0.32,129.8675,0,0.02,0.303,0
0.231,129.84,0,0.008,0.319,0
0.223,129.695,0,0.06,0.346,0
0.218,129.29,0,0.0,0.4049999999999999,0
0.247,129.66500000000002,0,0.13,0.2259999999999999,0
0.32,129.54,0,0.109,0.409,0
0.292,129.78750000000002,0,0.071,0.473,0
0.244,129.48250000000002,0,0.151,0.296,0
0.225,129.6575,0,0.018,0.355,0
0.295,129.64249999999998,0,0.015,0.616,0
0.223,113.45,0,0.021,0.525,0
0.208,129.6275,0,0.13,0.947,0
0.205,129.805,0,0.052,0.575,0
0.309,129.45,0,0.031,0.3959999999999999,0
0.341,129.76,0,0.009,0.287,0
0.313,129.82,0,0.079,0.791,0
0.428,129.7575,0,0.055,0.476,0
0.368,129.785,0,0.012,0.411,0
0.217,129.8475,0,0.071,0.467,0
0.323,129.8175,0,0.044,0.369,0
0.245,129.73,0,0.076,0.469,0
0.22,129.79500000000002,0,0.072,0.391,0
0.288,129.8125,0,0.025,0.261,0
0.24,129.535,0,0.022,0.356,0
0.266,129.835,0,0.172,0.377,0
0.353,129.275,0,0.04,0.3409999999999999,0
0.355,97.3575,0,0.037,0.3269999999999999,0
0.322,127.85,0,0.023,0.366,0
0.29,129.715,0,0.051,0.277,0
0.294,129.63,0,0.023,0.309,0
0.287,129.8,0,0.11,0.3869999999999999,0
0.326,129.81,0,0.024,0.293,0
0.323,129.61,0,0.008,0.2669999999999999,0
0.402,129.595,0,0.013,0.366,0
0.246,129.8025,0,0.031,0.73,0
0.357,129.655,0,0.069,0.2799999999999999,0
0.287,129.81,0,0.073,0.357,0
0.532,129.8175,0,0.132,0.931,0
0.239,23671.5925,0,0.009,0.515,4
0.255,24242.7325,0,0.008,0.263,4
0.188,24225.7325,0,0.032,0.307,4
0.154,21913.85,0,0.008,0.247,4
0.22,22798.25,0,0.06,0.335,4
0.261,24171.545,0,0.032,0.399,4
0.188,24819.6125,0,0.03,0.372,4
0.184,19210.3225,0,0.008,0.286,4
0.201,23858.53,0,0.03,0.339,4
0.192,22826.8625,0,0.003,0.386,4
0.185,23675.6075,0,0.02,0.251,4
0.218,24228.8225,0,0.009,0.289,4
0.209,22481.04,0,0.058,0.369,4
0.241,22339.0425,0,0.012,0.2599999999999999,4
0.258,23870.2775,0,0.019,0.2759999999999999,4
0.223,20903.55,0,0.012,0.326,4
0.268,21609.695,0,0.043,0.313,4
0.202,20920.2325,0,0.017,0.381,4
0.298,23596.370000000003,0,0.036,0.432,4
0.185,23358.58,0,0.033,0.384,4
0.213,23566.77,0,0.011,0.237,4
0.293,22445.7675,0,0.03,0.2599999999999999,4
0.219,22509.63,0,0.004,0.326,4
0.202,21328.535,0,0.0,0.326,4
0.189,22996.51,0,0.007,0.339,4
0.209,21429.5075,0,0.114,0.309,4
0.242,21016.595,0,0.004,0.312,4
0.231,20137.6275,0,0.03,0.268,4
0.212,22719.4675,0,0.005,0.332,4
