latency,throughput,packet_loss,jitter,server_response_time,drift
0.314,21733.355,0,0.045,0.2779999999999999,4
0.294,20699.02,0,0.034,0.579,4
0.188,19852.9975,0,0.035,0.2599999999999999,4
0.204,21239.16,0,0.059,0.359,4
0.197,21939.895,0,0.091,0.252,4
0.209,19614.6525,0,0.032,0.372,4
0.211,22944.7125,0,0.037,0.4449999999999999,4
0.217,21746.26,0,0.008,0.316,4
0.235,20856.2125,0,0.059,0.3939999999999999,4
0.225,1.05,0,0.135,0.609,0
0.241,1.05,0,0.034,0.231,0
0.356,1.05,0,1.928,0.766,1
0.423,1.05,0,0.069,0.282,0
0.339,1.05,0,0.095,0.239,0
0.365,1.05,0,0.064,0.347,0
0.193,1.05,0,0.022,0.363,0
0.341,1.05,0,0.152,0.321,0
0.328,1.05,0,0.186,0.847,0
0.188,1.05,0,0.046,0.251,0
0.154,1.05,0,0.001,0.717,0
0.235,1.05,0,0.12,0.824,0
0.527,1.05,0,0.089,0.736,0
0.503,1.05,0,0.003,0.669,0
0.455,1.05,0,0.008,0.943,0
0.537,1.05,0,0.061,0.222,0
0.254,1.05,0,0.243,0.7,0
0.42,1.05,0,0.023,0.757,0
0.329,1.05,0,0.228,0.749,0
0.519,1.05,0,0.806,4.237,0
0.417,1.05,0,0.14,0.648,0
0.348,1.05,0,0.039,0.4519999999999999,0
0.574,1.05,0,0.08,0.905,0
0.459,1.05,0,0.099,0.625,0
0.47,1.05,0,0.13,0.535,0
0.502,1.05,0,0.091,0.587,0
0.505,1.05,0,0.001,0.5860000000000001,0
0.41,1.05,0,0.012,0.4629999999999999,0
0.369,1.05,0,0.034,0.7919999999999999,0
0.504,1.05,0,0.126,0.467,0
0.465,1.05,0,0.047,0.584,0
0.47,1.05,0,0.041,0.725,0
21.121,1.05,0,5.967,31.456,2
16.669,1.05,0,0.782,7241.273999999999,2
19.128,1.05,0,0.057,1023.414,2
21.941,1.05,0,11.422,28.363,2
17.764,1.05,0,0.005,0.415,1
21.341,1.05,0,0.22,12.292000000000002,1
9.986,1.05,0,2.269,35.382,2
0.151,1.05,0,0.055,7148.501,1
0.343,1.05,0,1.104,7270.795,2
19.465,1.05,0,0.225,3036.243,2
0.192,1.05,0,1.907,7161.853,2
14.375,1.05,0,0.326,7079.442,5
13.738,1.05,0,0.631,3049.791,2
22.286,1.05,50,0.13,7305.856000000001,5
18.894,1.05,0,0.273,3048.141,2
13.129,1.05,0,3.481,3035.488,4
14.838,1.05,0,0.484,25.167,1
20.335,1.05,0,0.253,3042.8,2
0.12,1.05,0,0.677,7097.473,1
13.989,1.05,0,0.471,3025.6240000000003,2
8.868,1.05,0,2.478,7288.627,5
14.958,1.05,0,0.0,7245.007,2
15.413,1.05,0,0.218,3032.383,2
13.14,1.05,0,0.902,3042.742,2
15.648,1.05,0,0.165,3036.035,2
16.332,1.05,0,0.049,7155.535000000001,5
15.554,1.05,0,1.565,3050.105,4
19.092,1.05,50,2.079,7138.287,5
15.651,1.05,0,1.176,3053.627,4
12.933,1.05,0,0.2,3041.2180000000003,2
15.193,1.05,0,0.134,3049.033,2
13.683,1.05,0,0.457,3047.742,2
23.38,1.05,0,0.305,3024.553,2
14.991,1.05,50,0.571,7161.709,5
14.058,1.05,0,0.275,15420.134,2
16.461,1.05,0,0.148,7075.7880000000005,2
13.867,1.05,0,0.315,3048.746,2
0.134,1.05,0,0.09,7283.804,1
13.29,1.05,0,0.491,3031.835,2
22.663,1.05,0,0.522,7292.361,5
6.704,1.05,0,0.011,7121.648999999999,2
13.533,1.05,0,0.69,1004.9,2
24.377,1.05,0,0.354,3029.451,2
23.167,1.05,0,0.119,7271.123,5
18.854,1.05,0,1.462,7317.064,4
19.554,1.05,0,1.614,7183.831999999999,4
14.172,1.05,0,0.381,3047.8010000000004,2
14.009,1.05,0,0.059,1031.502,2
7.473,1.05,0,0.042,7307.153999999999,2
14.563,1.05,0,0.078,4.447,1
18.825,1.05,0,0.205,3025.984,2
13.865,1.05,0,0.0,7262.009,2
14.35,1.05,0,0.0,7153.7300000000005,2
22.144,1.05,0,0.0,1026.849,2
6.303,1.05,0,0.174,7285.713000000001,2
4.045,1.05,50,0.895,7103.042,5
21.754,1.05,0,0.964,30.103,5
6.76,1.05,0,1.932,7228.693,4
12.622,1.05,0,2.213,7134.979,4
25.39,1.05,0,1.262,3048.448,4
2.479,1.05,0,3.055,7182.402,4
24.998,1.05,0,3.431,1029.269,4
14.009,1.05,0,0.284,7208.925,5
13.656,1.05,0,0.014,3019.457,2
9.265,1.05,0,0.488,7266.181,2
13.048,1.05,0,0.411,1033.299,2
14.73,1.05,0,0.0,1001.485,2
0.081,1.05,0,1.063,7131.578,2
13.954,1.05,0,0.02,3036.869,2
19.029,1.05,0,0.717,3045.775,2
16.78,1.05,0,0.0,7155.116999999999,2
19.326,1.05,0,0.591,7316.345,2
7.256,1.05,0,4.927,129194.143,4
15.284,1.05,0,0.266,1033.067,2
13.38,1.05,0,0.007,0.3959999999999999,1
25.37,1.05,0,0.712,10.63,1
25.495,1.05,0,3.618,3056.969,4
26.998,1.05,0,1.422,7313.869000000001,4
28.361,1.05,0,2.65,130818.483,5
28.262,1.05,0,0.305,7349.043,2
22.008,1.05,0,2.303,3031.998,4
13.758,1.05,0,2.294,7278.142,4
30.398,1.05,0,1.758,3053.408,4
27.571,1.05,0,3.971,3059.112,4
33.065,1.05,0,0.56,3049.1220000000003,2
23.194,1.05,0,1.034,3053.71,4
25.209,1.05,0,0.143,1026.21,2
23.979,1.05,0,1.139,7081.2080000000005,4
22.117,1.05,0,1.865,7272.303,4
24.987,1.05,50,1.954,3065.381,5
26.586,1.05,0,1.909,3048.741,4
6.436,1.05,0,0.778,7124.679999999999,2
15.607,1.05,0,0.716,15423.498,2
13.592,1.05,0,0.562,15319.15,5
13.117,1.05,0,0.605,3026.1330000000003,2
14.047,1.05,0,0.312,7185.603,5
12.725,1.05,0,0.003,0.288,1
0.101,1.05,0,0.026,15504.458,1
14.374,1.05,0,0.695,3032.086,2
0.112,1.05,0,0.583,7289.435,1
19.566,1.05,0,11.002,19.263,2
36.592,1.05,0,2.519,7306.759,4
23.47,1.05,0,0.265,7113.109,2
21.296,1.05,0,1.361,7184.263,4
33.396,1.05,0,0.119,1041.3570000000002,2
39.573,1.05,0,3.552,3061.059,4
39.359,1.05,0,0.187,3077.686,2
40.133,1.05,0,0.174,3058.969,2
38.157,1.05,0,3.85,3059.933,4
37.26,1.05,0,0.601,1054.987,2
40.771,1.05,0,15.043,54.282,2
37.599,1.05,0,0.538,1038.353,2
21.511,1.05,0,0.083,7109.468,2
34.74,1.05,0,0.186,1043.196,2
33.579,1.05,0,3.196,3063.705,4
37.027,1.05,0,9.298,20.173,5
41.253,1.05,0,1.37,3058.188,4
27.334,1.05,50,0.0,45.330000000000005,5
41.242,1.05,0,5.516,3048.336,4
20.967,1.05,0,2.76,7115.385,4
45.026,1.05,0,0.305,3083.996,2
38.597,1.05,0,1.381,1041.7179999999998,4
25.904,1.05,0,0.38,31445.832,2
24.122,1.05,0,0.467,130623.556,2
19.266,1.05,0,0.135,7254.578,5
21.496,1.05,0,10.203,2.6670000000000003,2
20.028,1.05,0,0.585,3036.021,2
37.11,1.05,0,0.166,31480.572,2
17.616,1.05,0,0.0,7055.4,2
24.116,1.05,0,0.0,7167.77,2
18.828,1.05,0,10.778,129286.00800000002,4
20.75,1.05,0,0.119,0.545,1
17.569,1.05,50,0.907,3056.934,5
19.808,1.05,0,0.965,1020.959,2
41.461,1.05,0,0.4,7201.487,5
0.35,1.05,50,20.028,1076.195,5
20.672,1.05,0,0.0,27.533,1
10.77,1.05,0,2.205,130697.584,4
13.806,1.05,50,0.006,1021.099,5
17.288,1.05,0,0.098,1004.397,2
15.723,1.05,0,0.049,1003.444,2
14.211,1.05,0,0.0,15370.697,2
0.528,1.05,0,0.501,7218.434,1
15.416,1.05,0,0.0,1.304,1
0.229,1.05,50,0.009,2.513,5
0.228,1.05,0,0.009,0.2799999999999999,0
0.222,1.05,50,0.053,0.285,5
0.278,1.05,0,0.005,0.3959999999999999,0
0.202,1.05,50,0.0,0.431,5
0.253,1.05,50,0.002,0.408,5
0.187,1.05,0,0.0,1026.858,1
0.24,1.05,50,0.042,0.301,5
0.153,1.05,50,0.0,1027.36,5
0.173,1.05,50,0.028,0.37,5
0.265,1.05,50,0.0,0.502,5
0.255,1.05,50,0.013,1011.624,5
0.387,1.05,0,0.046,0.726,0
0.409,1.05,0,0.088,0.804,0
0.326,1.05,0,0.121,0.465,0
0.457,1.05,0,0.141,0.791,0
0.377,1.05,0,0.143,0.691,0
0.357,1.05,0,0.21,0.6,0
0.538,1.05,0,0.2,0.374,0
0.45,1.05,0,0.116,0.878,0
0.586,1.05,0,0.029,0.335,0
0.591,1.05,0,0.015,0.426,0
0.494,1.05,0,0.025,0.288,0
0.43,1.05,0,0.072,0.465,0
0.391,1.05,0,0.08,0.4889999999999999,0
0.603,1.05,0,0.057,0.379,0
0.511,1.05,0,0.026,0.3409999999999999,0
0.48,1.05,0,0.106,0.368,0
0.573,1.05,0,0.058,0.436,0
0.6,1.05,0,0.054,0.367,0
0.386,1.05,0,0.046,0.353,0
0.486,1.05,0,0.021,0.522,0
0.439,1.05,0,0.133,0.3269999999999999,0
0.557,1.05,0,0.012,0.457,0
0.531,1.05,0,0.033,0.544,0
0.5,1.05,0,0.069,0.352,0
0.509,1.05,0,0.122,0.473,0
0.249,1.05,0,0.112,0.422,0
0.26,1.05,0,0.028,0.4029999999999999,0
0.337,1.05,0,0.071,0.3849999999999999,0
0.369,1.05,0,0.096,0.359,0
0.374,1.05,0,0.057,0.7879999999999999,0
0.252,1.05,0,0.044,0.734,0
0.239,1.05,0,0.035,0.8140000000000001,0
0.248,1.05,0,0.003,0.3869999999999999,0
0.343,1.05,0,0.18,0.367,0
0.446,1.05,0,0.022,0.393,0
0.566,1.05,0,0.011,0.652,0
0.593,1.05,0,0.208,0.8180000000000001,0
0.417,1.05,0,0.075,0.796,0
0.544,1.05,0,0.194,0.8180000000000001,0
0.28,1.05,0,0.038,0.399,0
0.309,1.05,0,0.007,0.427,0
0.443,1.05,0,0.056,0.421,0
0.458,1.05,0,0.001,0.372,0
0.433,1.05,0,0.022,0.333,0
0.514,1.05,0,0.133,0.453,0
0.356,1.05,0,0.051,0.426,0
0.53,1.05,0,0.09,0.8220000000000001,0
0.645,1.05,0,0.071,0.745,0
0.319,1.05,0,0.047,0.318,0
0.278,1.05,0,0.012,0.721,0
0.563,1.05,0,0.06,0.848,0
0.546,1.05,0,0.039,0.617,0
0.486,1.05,0,0.119,0.805,0
0.482,1.05,0,0.037,0.8270000000000001,0
0.453,1.05,0,0.002,0.317,0
0.506,1.05,0,0.207,0.322,0
0.543,1.05,0,0.039,0.606,0
0.614,1.05,0,0.001,0.4539999999999999,0
0.447,1.05,0,0.099,0.864,0
0.513,1.05,0,0.091,0.204,0
0.582,1.05,0,0.088,0.799,0
0.539,1.05,0,0.077,0.812,0
0.58,1.05,0,0.043,0.8009999999999999,0
0.206,0.0,0,0.099,0.448,0
0.282,0.0,0,0.047,0.533,0
0.283,0.0,0,0.026,0.481,0
0.233,0.0,0,0.06,0.376,0
0.257,0.0,0,0.05,0.361,0
0.238,129.7075,0,0.039,0.417,0
0.228,113.5825,0,0.032,0.365,0
0.292,129.43,0,0.039,0.252,0
0.364,128.9175,0,0.008,0.441,0
0.266,129.805,0,0.041,0.8490000000000001,0
0.296,129.84,0,0.07,0.3939999999999999,0
0.298,113.6,0,0.013,0.438,0
0.251,129.7175,0,0.023,0.55,0
0.378,129.32999999999998,0,0.041,0.34,0
0.223,129.86,0,0.046,0.3269999999999999,0
0.351,129.6625,0,0.035,0.773,0
0.258,129.79250000000002,0,0.002,0.742,0
0.253,129.6175,0,0.125,0.3939999999999999,0
0.25,129.8125,0,0.072,0.277,0
0.322,128.73250000000002,0,0.062,0.4009999999999999,0
0.297,129.7575,0,0.115,0.614,0
0.474,129.805,0,0.134,0.633,0
0.357,113.5925,0,0.162,0.419,0
0.328,129.4875,0,0.114,0.262,0
0.354,129.85,0,0.014,0.423,0
0.2,129.7175,0,0.009,0.5760000000000001,0
0.336,129.1375,0,0.064,0.358,0
0.388,129.225,0,0.05,0.501,0
0.364,127.6275,0,0.018,0.4679999999999999,0
0.29,129.5425,0,0.026,0.223,0
0.316,113.5975,0,0.039,0.305,0
0.288,129.1825,0,0.025,0.377,0
0.329,128.1725,0,0.004,0.315,0
0.232,129.8025,0,0.038,0.473,0
0.322,129.73250000000002,0,0.011,0.4659999999999999,0
0.205,129.8025,0,0.029,0.358,0
0.27,128.235,0,0.038,0.3379999999999999,0
0.286,129.7875,0,0.108,0.392,0
0.226,129.81,0,0.068,0.638,0
0.312,129.0,0,0.017,0.356,0
0.284,129.81,0,0.035,0.415,0
0.24,129.7775,0,0.067,0.4979999999999999,0
0.267,129.6925,0,0.055,0.5910000000000001,0
13.437,113.5925,0,0.979,1017.216,2
18.68,129.8275,0,6.934,0.253,2
13.288,129.415,0,6.701,0.266,2
13.067,113.5925,0,0.0,3026.603,2
0.109,129.8125,0,0.051,3025.883,1
0.1,129.73,0,1.805,3045.412,2
19.974,129.835,0,1.2,1010.445,4
12.694,129.5325,0,0.023,0.63,1
13.122,113.6175,0,0.227,27.669,5
14.127,129.71,0,0.031,1.262,1
21.186,129.84,0,0.463,1025.67,2
18.921,129.0275,0,0.053,7118.875,2
13.397,128.345,0,0.55,0.195,1
15.076,129.81,0,6.576,0.224,2
18.792,129.81,0,0.225,7247.263,5
13.077,129.8,0,0.0,0.348,1
7.123,129.6425,0,0.01,7231.950000000001,2
14.626,129.8225,0,0.022,0.22,1
16.701,129.81,0,9.494,130772.912,4
13.478,129.73250000000002,0,0.002,0.199,1
13.553,113.6275,0,3.781,0.204,2
13.327,129.5875,0,0.54,0.208,1
13.155,113.605,0,0.0,1.379,1
15.743,129.4225,0,0.633,1.201,1
14.597,127.5,0,0.266,130320.476,2
7.263,129.7175,0,0.517,1024.254,2
14.196,129.73000000000002,0,1.263,7247.545,4
13.54,129.79500000000002,0,1.027,7278.298000000001,4
14.733,129.8075,0,0.334,3.124,1
13.648,129.8375,50,0.005,0.174,5
14.118,129.39249999999998,0,12.637,1.643,5
15.448,129.83,50,0.0,64181.261000000006,5
13.352,129.8225,0,0.0,3020.3340000000003,2
7.038,113.59,0,0.115,7089.104,2
14.406,129.81,0,0.164,11.893,1
13.573,113.4325,50,0.0,3019.423,5
13.986,129.83,0,1.551,18.787000000000003,2
15.218,129.81,50,1.391,1.305,5
0.429,1.05,0,0.056,0.375,0
0.403,1.05,0,0.084,0.326,0
0.352,1.05,0,0.08,0.661,0
0.225,1.05,0,0.115,0.8630000000000001,0
0.19,1.05,0,0.044,0.784,0
0.424,1.05,0,0.063,0.886,0
0.178,1.05,0,0.031,0.252,0
0.393,1.05,0,0.174,0.642,0
0.448,1.05,0,0.24,0.718,0
0.357,1.05,0,0.226,0.719,0
0.409,1.05,0,0.216,0.675,0
0.43,1.05,0,0.042,0.2,0
0.493,1.05,0,0.006,0.298,0
0.642,1.05,0,0.107,0.2269999999999999,0
0.429,1.05,0,0.172,0.579,0
0.284,1.05,0,0.086,0.73,0
0.455,1.05,0,0.066,0.761,0
0.369,1.05,0,0.091,0.717,0
0.267,1.05,0,0.074,0.22,0
0.307,1.05,0,0.021,0.349,0
0.35,1.05,0,0.109,0.639,0
0.394,1.05,0,0.077,0.704,0
0.389,1.05,0,0.027,0.7290000000000001,0
0.49,1.05,0,0.004,0.479,0
0.542,1.05,0,0.009,0.644,0
0.498,1.05,0,0.055,0.516,0
0.439,1.05,0,0.221,0.8310000000000001,0
0.418,1.05,0,0.001,0.306,0
0.335,1.05,0,0.017,0.7240000000000001,0
0.268,1.05,0,0.058,0.823,0
0.307,1.05,0,0.076,0.66,0
0.502,1.05,0,0.024,0.47,0
0.208,1.05,0,0.007,7.517,0
0.215,1.05,0,0.581,4.934,0
0.227,1.05,0,0.016,0.66,0
0.193,1.05,0,0.006,0.475,0
0.269,1.05,0,0.0,0.532,0
0.261,1.05,0,0.008,0.4979999999999999,0
3.489,1.05,0,0.006,1.243,1
0.278,1.05,0,0.062,0.5609999999999999,0
0.242,1.05,0,0.009,0.605,0
0.168,1.05,0,0.109,0.5599999999999999,0
0.162,1.05,0,0.009,0.437,0
0.18,1.05,0,0.089,0.6719999999999999,0
0.169,1.05,0,0.002,0.419,0
0.291,1.05,0,0.007,0.411,0
0.184,1.05,0,0.024,0.4679999999999999,0
0.204,1.05,0,0.047,0.36,0
0.14,1.05,0,0.061,0.386,0
0.249,1.05,0,0.044,0.515,0
0.181,1.05,0,0.006,0.282,0
0.228,1.05,0,0.055,0.311,0
0.349,1.05,0,0.013,0.355,0
0.212,1.05,0,0.011,0.399,0
0.307,1.05,0,0.019,0.318,0
0.185,1.05,0,0.052,0.281,0
0.236,1.05,0,0.096,0.479,0
0.225,1.05,0,0.022,0.279,0
0.226,1.05,0,0.061,0.32,0
0.254,1.05,0,0.105,0.377,0
0.243,1.05,0,0.039,0.347,0
0.298,1.05,0,0.031,0.294,0
0.171,1.05,0,0.049,0.37,0
0.261,1.05,0,0.097,0.491,0
0.242,1.05,0,0.017,0.373,0
0.202,1.05,0,0.026,0.315,0
0.168,1.05,0,0.052,0.305,0
0.226,1.05,0,0.03,0.6539999999999999,0
0.459,1.05,0,0.03,0.331,0
0.196,1.05,0,0.081,0.5339999999999999,0
0.213,1.05,0,0.142,0.687,0
0.306,1.05,0,0.002,0.4009999999999999,0
0.263,1.05,0,0.067,0.406,0
0.128,1.05,0,0.002,0.71,0
0.251,1.05,0,0.0,0.47,0
0.192,1.05,0,0.012,0.325,0
0.241,1.05,0,0.028,0.546,0
0.211,1.05,0,0.058,0.481,0
0.185,1.05,0,0.081,0.728,0
0.253,1.05,0,0.047,0.507,0
0.151,1.05,0,0.0,0.371,0
0.355,1.05,0,0.063,0.768,0
0.179,1.05,0,0.128,0.377,0
0.306,1.05,0,0.016,0.68,0
0.251,1.05,0,0.008,0.371,0
0.313,1.05,0,0.002,0.374,0
0.217,1.05,0,0.05,0.491,0
0.174,1.05,0,0.011,0.35,0
0.191,1.05,0,0.001,0.32,0
0.187,1.05,0,0.058,0.739,0
0.188,1.05,0,0.012,0.21,0
0.259,1.05,0,0.02,0.378,0
0.173,1.05,0,0.038,0.73,0
0.223,1.05,0,0.013,0.307,0
0.302,1.05,0,0.045,0.425,0
0.205,1.05,0,0.032,0.258,0
0.178,1.05,0,0.044,0.331,0
0.228,1.05,0,0.066,0.382,0
0.252,1.05,0,0.048,0.313,0
0.207,1.05,0,0.067,0.416,0
0.205,1.05,0,0.018,0.417,0
0.234,1.05,0,0.229,0.6669999999999999,0
0.28,1.05,0,0.028,0.7,0
0.291,1.05,0,0.01,0.306,0
0.23,1.05,0,0.031,0.304,0
0.24,1.05,0,0.003,0.481,0
0.214,1.05,0,0.07,0.367,0
0.229,1.05,0,0.025,0.3339999999999999,0
0.199,1.05,0,0.052,0.424,0
0.209,1.05,0,0.024,0.3339999999999999,0
0.239,1.05,0,0.026,0.397,0
0.267,1.05,0,0.116,0.313,0
0.295,1.05,0,0.013,0.376,0
0.18,1.05,0,0.014,0.316,0
0.251,1.05,0,0.07,0.423,0
0.178,1.05,0,0.067,0.687,0
0.267,1.05,0,0.102,0.472,0
0.267,1.05,0,0.031,0.363,0
0.221,1.05,0,0.054,0.389,0
0.315,1.05,0,0.04,0.786,0
0.187,1.05,0,0.002,0.687,0
0.246,1.05,0,0.039,0.322,0
0.311,1.05,0,0.008,0.371,0
0.212,1.05,0,0.005,0.315,0
0.165,1.05,0,0.058,0.486,0
0.177,1.05,0,0.007,0.368,0
0.193,1.05,0,0.044,0.316,0
0.167,1.05,0,0.046,0.293,0
0.379,1.05,0,0.017,0.37,0
0.249,1.05,0,0.031,0.418,0
0.152,1.05,0,0.064,0.982,0
0.279,1.05,0,1.138,0.282,1
0.155,1.05,0,0.107,0.517,0
0.166,1.05,0,0.083,0.348,0
0.185,1.05,0,0.156,0.342,0
0.191,1.05,0,0.007,0.353,0
0.154,1.05,0,0.016,0.304,0
0.191,1.05,0,0.051,0.471,0
0.323,1.05,0,0.004,0.414,0
0.287,1.05,0,0.041,0.544,0
0.244,1.05,0,0.053,0.4589999999999999,0
0.142,1.05,0,0.057,0.3409999999999999,0
0.179,1.05,0,0.019,0.392,0
0.19,1.05,0,0.015,0.937,0
0.188,1.05,0,0.053,0.372,0
0.164,1.05,0,0.003,0.3429999999999999,0
0.158,1.05,0,0.042,0.524,0
0.36,1.05,0,2.607,0.951,1
0.202,1.05,0,0.011,0.3409999999999999,0
0.178,1.05,0,0.027,0.726,0
0.214,1.05,0,0.003,0.438,0
0.201,1.05,0,0.068,0.335,0
0.39,1.05,0,0.053,0.5519999999999999,0
0.192,1.05,0,0.284,0.5599999999999999,0
0.252,1.05,0,0.063,0.4929999999999999,0
0.181,1.05,0,0.035,0.825,0
0.43,1.05,0,0.061,0.5469999999999999,0
0.279,1.05,0,0.004,0.768,0
0.266,1.05,0,0.037,0.351,0
0.228,1.05,0,0.039,0.832,0
0.221,1.05,0,0.038,0.5900000000000001,0
0.225,1.05,0,0.027,0.617,0
0.339,1.05,0,0.102,0.5599999999999999,0
0.347,1.05,0,0.041,0.449,0
0.249,1.05,0,0.031,0.945,0
0.465,1.05,0,0.005,0.469,0
0.817,1.05,0,0.035,2.762,0
0.347,1.05,0,0.091,0.587,0
0.242,1.05,0,0.106,0.464,0
0.433,1.05,0,0.037,0.4629999999999999,0
0.218,1.05,0,0.029,1.248,0
0.267,1.05,0,0.042,0.559,0
0.183,1.05,0,0.02,0.621,0
0.166,1.05,0,0.035,0.384,0
0.279,1.05,0,0.004,0.653,0
0.199,1.05,0,0.043,0.346,0
0.241,1.05,0,0.002,2.206,0
0.319,1.05,0,0.007,0.46,0
0.223,1.05,0,0.077,0.444,0
0.244,1.05,0,0.08,0.347,0
0.302,1.05,0,0.013,0.32,0
0.274,1.05,0,0.01,0.265,0
0.183,1.05,0,0.047,0.262,0
0.194,1.05,0,0.003,0.272,0
0.256,1.05,0,0.024,0.236,0
0.182,1.05,0,0.004,0.333,0
0.239,1.05,0,0.014,0.417,0
0.271,1.05,0,0.019,0.4,0
0.204,1.05,0,0.0,0.231,0
0.239,1.05,0,0.042,0.51,0
0.218,1.05,0,0.028,0.433,0
0.373,1.05,0,0.054,0.235,0
0.154,1.05,0,0.001,0.353,0
0.36,1.05,0,0.046,0.472,0
0.385,1.05,0,0.13,0.365,0
0.365,1.05,0,0.443,0.832,0
0.299,1.05,0,0.017,0.618,0
0.329,1.05,0,0.051,0.332,0
0.156,1.05,0,0.262,0.871,0
0.232,1.05,0,0.119,0.3289999999999999,0
0.218,1.05,0,0.018,0.352,0
0.257,1.05,0,0.127,0.36,0
0.135,1.05,0,0.062,0.751,0
0.218,1.05,0,0.062,0.781,0
0.155,1.05,0,0.021,0.635,0
0.129,1.05,0,0.082,0.762,0
0.194,1.05,0,0.118,0.509,0
0.228,1.05,0,0.094,0.345,0
0.277,1.05,0,0.203,0.504,0
0.395,1.05,0,0.057,0.7879999999999999,0
0.527,1.05,0,0.182,0.864,0
0.425,1.05,0,0.204,0.871,0
0.356,1.05,0,0.006,0.41,0
0.247,1.05,0,0.028,0.36,0
0.407,1.05,0,0.047,0.375,0
0.472,1.05,0,0.013,0.2779999999999999,0
0.558,1.05,0,0.007,0.306,0
0.565,1.05,0,0.138,0.345,0
0.595,1.05,0,0.004,0.6579999999999999,0
0.373,1.05,0,0.073,0.644,0
0.562,1.05,0,0.007,0.6890000000000001,0
0.414,1.05,0,0.047,0.318,0
0.504,1.05,0,0.055,0.297,0
0.603,1.05,0,0.064,0.761,0
0.521,1.05,0,0.006,0.379,0
0.48,1.05,0,0.089,0.411,0
0.594,1.05,0,0.016,0.384,0
0.442,1.05,0,0.068,0.295,0
0.552,1.05,0,0.071,0.2779999999999999,0
0.409,1.05,0,0.087,0.3869999999999999,0
0.371,1.05,0,0.039,0.266,0
0.175,1.05,0,0.049,0.6759999999999999,0
0.215,1.05,0,0.046,0.756,0
0.213,1.05,0,0.044,0.8180000000000001,0
0.279,1.05,0,0.156,0.73,0
0.236,1.05,0,0.199,0.356,0
0.349,1.05,0,0.186,0.311,0
0.387,1.05,0,0.178,0.483,0
0.535,1.05,0,0.113,0.732,0
0.455,1.05,0,0.057,0.726,0
0.47,1.05,0,0.041,0.262,0
0.517,1.05,0,0.002,0.353,0
0.493,1.05,0,0.013,0.265,0
0.565,1.05,0,0.045,0.328,0
0.479,1.05,0,0.04,0.22,0
0.571,1.05,0,0.08,0.2709999999999999,0
0.6,1.05,0,0.006,0.347,0
0.52,1.05,0,0.13,0.594,0
0.314,1.05,0,0.022,0.3429999999999999,0
0.431,1.05,0,0.118,0.515,0
0.542,1.05,0,0.224,0.273,0
0.578,1.05,0,0.012,0.324,0
0.529,1.05,0,0.121,0.3849999999999999,0
0.535,1.05,0,0.092,0.317,0
0.436,1.05,0,0.052,0.21,0
0.49,1.05,0,0.177,0.79,0
0.413,1.05,0,0.057,0.471,0
0.337,129.65,0,0.016,0.5770000000000001,0
0.298,129.815,0,0.015,0.313,0
0.186,129.79000000000002,0,0.098,0.351,0
0.342,129.7125,0,0.08,0.877,0
0.284,129.6575,0,0.025,0.47,0
0.317,129.8775,0,0.103,0.3339999999999999,0
0.315,143.71,0,0.036,0.409,0
0.227,129.35250000000002,0,0.066,0.6130000000000001,0
0.216,129.7425,0,0.051,0.378,0
0.359,129.8075,0,0.119,0.366,0
0.234,129.6625,0,0.041,0.316,0
0.365,129.8225,0,0.15,0.325,0
0.294,129.77,0,0.01,0.389,0
0.34,129.82999999999998,0,0.041,0.443,0
0.419,129.865,0,0.003,0.363,0
0.312,129.81,0,0.016,0.35,0
0.162,129.52,0,0.033,0.335,0
0.224,129.785,0,0.008,0.413,0
0.465,129.825,0,0.056,0.316,0
0.377,129.7975,0,0.033,0.544,0
0.266,129.39,0,0.04,0.275,0
0.297,129.605,0,0.018,0.3869999999999999,0
0.266,113.355,0,0.197,0.871,0
0.232,129.8375,0,0.019,0.4929999999999999,0
0.318,129.8075,0,0.02,0.4009999999999999,0
0.196,129.8125,0,0.028,0.2739999999999999,0
0.317,129.685,0,0.041,0.317,0
0.339,129.4675,0,0.037,0.664,0
0.36,129.8175,0,0.09,0.455,0
0.306,129.83249999999998,0,0.021,0.279,0
0.239,129.465,0,0.004,0.432,0
0.234,129.51999999999998,0,0.026,0.512,0
0.322,129.755,0,0.062,0.507,0
0.282,129.735,0,0.043,0.345,0
0.262,129.8175,0,0.051,0.31,0
0.182,129.85500000000002,0,0.053,0.311,0
0.396,129.815,0,0.009,0.3339999999999999,0
0.297,129.35500000000002,0,0.007,0.374,0
0.224,129.5575,0,0.016,0.509,0
0.192,129.39749999999998,0,0.032,0.22,0
0.367,129.8,0,0.037,0.429,0
0.275,129.805,0,0.026,0.33,0
0.335,129.68,0,0.026,0.38,0
0.365,129.765,0,0.11,0.921,0
0.178,24574.5175,0,0.012,0.246,4
0.268,22737.6625,0,0.048,0.301,4
0.203,22440.1325,0,0.055,0.504,4
0.244,24053.5825,0,0.034,0.239,4
0.177,23547.0125,0,0.012,0.301,4
0.213,23824.4275,0,0.056,0.296,4
0.233,24152.585,0,0.101,0.254,4
0.267,22782.275,0,0.003,0.292,4
0.299,22124.17,0,0.062,0.282,4
0.386,22147.8025,0,0.127,0.2739999999999999,4
0.247,24537.3775,0,0.012,0.232,4
0.207,19230.495,0,0.003,0.5509999999999999,4
0.328,22473.5525,0,0.024,0.487,4
0.252,23175.2425,0,0.021,0.252,4
